item_number;block;correct;audio_file;length;probability;tone_classes
1;1;1;04S14Tone_70_A_001.mp3;14;0.7;4
2;1;1;04S14Tone_70_A_002.mp3;14;0.7;4
3;1;1;04S14Tone_70_A_003.mp3;14;0.7;4
4;1;1;04S14Tone_70_A_004.mp3;14;0.7;4
5;1;1;04S14Tone_70_A_005.mp3;14;0.7;4
6;1;1;04S14Tone_70_A_006.mp3;14;0.7;4
7;1;1;04S14Tone_70_A_007.mp3;14;0.7;4
8;1;1;04S14Tone_70_A_008.mp3;14;0.7;4
9;1;1;04S14Tone_70_A_009.mp3;14;0.7;4
10;1;1;04S14Tone_70_A_010.mp3;14;0.7;4
11;1;2;04S14Tone_70_B_001.mp3;14;0.7;4
12;1;2;04S14Tone_70_B_002.mp3;14;0.7;4
13;1;2;04S14Tone_70_B_003.mp3;14;0.7;4
14;1;2;04S14Tone_70_B_004.mp3;14;0.7;4
15;1;2;04S14Tone_70_B_005.mp3;14;0.7;4
16;1;2;04S14Tone_70_B_006.mp3;14;0.7;4
17;1;2;04S14Tone_70_B_007.mp3;14;0.7;4
18;1;2;04S14Tone_70_B_008.mp3;14;0.7;4
19;1;2;04S14Tone_70_B_009.mp3;14;0.7;4
20;1;2;04S14Tone_70_B_010.mp3;14;0.7;4
1;2;1;04S12Tone_70_A_001.mp3;12;0.7;4
2;2;1;04S12Tone_70_A_002.mp3;12;0.7;4
3;2;1;04S12Tone_70_A_003.mp3;12;0.7;4
4;2;1;04S12Tone_70_A_004.mp3;12;0.7;4
5;2;1;04S12Tone_70_A_005.mp3;12;0.7;4
6;2;1;04S12Tone_70_A_006.mp3;12;0.7;4
7;2;1;04S12Tone_70_A_007.mp3;12;0.7;4
8;2;1;04S12Tone_70_A_008.mp3;12;0.7;4
9;2;1;04S12Tone_70_A_009.mp3;12;0.7;4
10;2;1;04S12Tone_70_A_010.mp3;12;0.7;4
11;2;2;04S12Tone_70_B_001.mp3;12;0.7;4
12;2;2;04S12Tone_70_B_002.mp3;12;0.7;4
13;2;2;04S12Tone_70_B_003.mp3;12;0.7;4
14;2;2;04S12Tone_70_B_004.mp3;12;0.7;4
15;2;2;04S12Tone_70_B_005.mp3;12;0.7;4
16;2;2;04S12Tone_70_B_006.mp3;12;0.7;4
17;2;2;04S12Tone_70_B_007.mp3;12;0.7;4
18;2;2;04S12Tone_70_B_008.mp3;12;0.7;4
19;2;2;04S12Tone_70_B_009.mp3;12;0.7;4
20;2;2;04S12Tone_70_B_010.mp3;12;0.7;4
1;3;1;04S10Tone_70_A_001.mp3;10;0.7;4
2;3;1;04S10Tone_70_A_002.mp3;10;0.7;4
3;3;1;04S10Tone_70_A_003.mp3;10;0.7;4
4;3;1;04S10Tone_70_A_004.mp3;10;0.7;4
5;3;1;04S10Tone_70_A_005.mp3;10;0.7;4
6;3;1;04S10Tone_70_A_006.mp3;10;0.7;4
7;3;1;04S10Tone_70_A_007.mp3;10;0.7;4
8;3;1;04S10Tone_70_A_008.mp3;10;0.7;4
9;3;1;04S10Tone_70_A_009.mp3;10;0.7;4
10;3;1;04S10Tone_70_A_010.mp3;10;0.7;4
11;3;2;04S10Tone_70_B_001.mp3;10;0.7;4
12;3;2;04S10Tone_70_B_002.mp3;10;0.7;4
13;3;2;04S10Tone_70_B_003.mp3;10;0.7;4
14;3;2;04S10Tone_70_B_004.mp3;10;0.7;4
15;3;2;04S10Tone_70_B_005.mp3;10;0.7;4
16;3;2;04S10Tone_70_B_006.mp3;10;0.7;4
17;3;2;04S10Tone_70_B_007.mp3;10;0.7;4
18;3;2;04S10Tone_70_B_008.mp3;10;0.7;4
19;3;2;04S10Tone_70_B_009.mp3;10;0.7;4
20;3;2;04S10Tone_70_B_010.mp3;10;0.7;4
1;1;1;04S10Tone_90_A_001.mp3;10;0.9;4
2;1;1;04S10Tone_90_A_002.mp3;10;0.9;4
3;1;1;04S10Tone_90_A_003.mp3;10;0.9;4
4;1;1;04S10Tone_90_A_004.mp3;10;0.9;4
5;1;1;04S10Tone_90_A_005.mp3;10;0.9;4
6;1;1;04S10Tone_90_A_006.mp3;10;0.9;4
7;1;1;04S10Tone_90_A_007.mp3;10;0.9;4
8;1;1;04S10Tone_90_A_008.mp3;10;0.9;4
9;1;1;04S10Tone_90_A_009.mp3;10;0.9;4
10;1;1;04S10Tone_90_A_010.mp3;10;0.9;4
11;1;1;04S10Tone_90_A_011.mp3;10;0.9;4
12;1;1;04S10Tone_90_A_012.mp3;10;0.9;4
13;1;1;04S10Tone_90_A_013.mp3;10;0.9;4
14;1;1;04S10Tone_90_A_014.mp3;10;0.9;4
15;1;1;04S10Tone_90_A_015.mp3;10;0.9;4
16;1;1;04S10Tone_90_A_016.mp3;10;0.9;4
17;1;1;04S10Tone_90_A_017.mp3;10;0.9;4
18;1;1;04S10Tone_90_A_018.mp3;10;0.9;4
19;1;1;04S10Tone_90_A_019.mp3;10;0.9;4
20;1;1;04S10Tone_90_A_020.mp3;10;0.9;4
21;1;1;04S10Tone_90_A_021.mp3;10;0.9;4
22;1;1;04S10Tone_90_A_022.mp3;10;0.9;4
23;1;1;04S10Tone_90_A_023.mp3;10;0.9;4
24;1;1;04S10Tone_90_A_024.mp3;10;0.9;4
25;1;1;04S10Tone_90_A_025.mp3;10;0.9;4
26;1;1;04S10Tone_90_A_026.mp3;10;0.9;4
27;1;1;04S10Tone_90_A_027.mp3;10;0.9;4
28;1;1;04S10Tone_90_A_028.mp3;10;0.9;4
29;1;1;04S10Tone_90_A_029.mp3;10;0.9;4
30;1;1;04S10Tone_90_A_030.mp3;10;0.9;4
31;1;1;04S10Tone_90_A_031.mp3;10;0.9;4
32;1;1;04S10Tone_90_A_032.mp3;10;0.9;4
33;1;1;04S10Tone_90_A_033.mp3;10;0.9;4
34;1;1;04S10Tone_90_A_034.mp3;10;0.9;4
35;1;1;04S10Tone_90_A_035.mp3;10;0.9;4
36;1;1;04S10Tone_90_A_036.mp3;10;0.9;4
37;1;1;04S10Tone_90_A_037.mp3;10;0.9;4
38;1;1;04S10Tone_90_A_038.mp3;10;0.9;4
39;1;1;04S10Tone_90_A_039.mp3;10;0.9;4
40;1;1;04S10Tone_90_A_040.mp3;10;0.9;4
41;1;1;04S10Tone_90_A_041.mp3;10;0.9;4
42;1;1;04S10Tone_90_A_042.mp3;10;0.9;4
43;1;1;04S10Tone_90_A_043.mp3;10;0.9;4
44;1;1;04S10Tone_90_A_044.mp3;10;0.9;4
45;1;1;04S10Tone_90_A_045.mp3;10;0.9;4
46;1;1;04S10Tone_90_A_046.mp3;10;0.9;4
47;1;1;04S10Tone_90_A_047.mp3;10;0.9;4
48;1;1;04S10Tone_90_A_048.mp3;10;0.9;4
49;1;1;04S10Tone_90_A_049.mp3;10;0.9;4
50;1;1;04S10Tone_90_A_050.mp3;10;0.9;4
1;1;2;04S10Tone_90_B_001.mp3;10;0.9;4
2;1;2;04S10Tone_90_B_002.mp3;10;0.9;4
3;1;2;04S10Tone_90_B_003.mp3;10;0.9;4
4;1;2;04S10Tone_90_B_004.mp3;10;0.9;4
5;1;2;04S10Tone_90_B_005.mp3;10;0.9;4
6;1;2;04S10Tone_90_B_006.mp3;10;0.9;4
7;1;2;04S10Tone_90_B_007.mp3;10;0.9;4
8;1;2;04S10Tone_90_B_008.mp3;10;0.9;4
9;1;2;04S10Tone_90_B_009.mp3;10;0.9;4
10;1;2;04S10Tone_90_B_010.mp3;10;0.9;4
11;1;2;04S10Tone_90_B_011.mp3;10;0.9;4
12;1;2;04S10Tone_90_B_012.mp3;10;0.9;4
13;1;2;04S10Tone_90_B_013.mp3;10;0.9;4
14;1;2;04S10Tone_90_B_014.mp3;10;0.9;4
15;1;2;04S10Tone_90_B_015.mp3;10;0.9;4
16;1;2;04S10Tone_90_B_016.mp3;10;0.9;4
17;1;2;04S10Tone_90_B_017.mp3;10;0.9;4
18;1;2;04S10Tone_90_B_018.mp3;10;0.9;4
19;1;2;04S10Tone_90_B_019.mp3;10;0.9;4
20;1;2;04S10Tone_90_B_020.mp3;10;0.9;4
21;1;2;04S10Tone_90_B_021.mp3;10;0.9;4
22;1;2;04S10Tone_90_B_022.mp3;10;0.9;4
23;1;2;04S10Tone_90_B_023.mp3;10;0.9;4
24;1;2;04S10Tone_90_B_024.mp3;10;0.9;4
25;1;2;04S10Tone_90_B_025.mp3;10;0.9;4
26;1;2;04S10Tone_90_B_026.mp3;10;0.9;4
27;1;2;04S10Tone_90_B_027.mp3;10;0.9;4
28;1;2;04S10Tone_90_B_028.mp3;10;0.9;4
29;1;2;04S10Tone_90_B_029.mp3;10;0.9;4
30;1;2;04S10Tone_90_B_030.mp3;10;0.9;4
31;1;2;04S10Tone_90_B_031.mp3;10;0.9;4
32;1;2;04S10Tone_90_B_032.mp3;10;0.9;4
33;1;2;04S10Tone_90_B_033.mp3;10;0.9;4
34;1;2;04S10Tone_90_B_034.mp3;10;0.9;4
35;1;2;04S10Tone_90_B_035.mp3;10;0.9;4
36;1;2;04S10Tone_90_B_036.mp3;10;0.9;4
37;1;2;04S10Tone_90_B_037.mp3;10;0.9;4
38;1;2;04S10Tone_90_B_038.mp3;10;0.9;4
39;1;2;04S10Tone_90_B_039.mp3;10;0.9;4
40;1;2;04S10Tone_90_B_040.mp3;10;0.9;4
41;1;2;04S10Tone_90_B_041.mp3;10;0.9;4
42;1;2;04S10Tone_90_B_042.mp3;10;0.9;4
43;1;2;04S10Tone_90_B_043.mp3;10;0.9;4
44;1;2;04S10Tone_90_B_044.mp3;10;0.9;4
45;1;2;04S10Tone_90_B_045.mp3;10;0.9;4
46;1;2;04S10Tone_90_B_046.mp3;10;0.9;4
47;1;2;04S10Tone_90_B_047.mp3;10;0.9;4
48;1;2;04S10Tone_90_B_048.mp3;10;0.9;4
49;1;2;04S10Tone_90_B_049.mp3;10;0.9;4
50;1;2;04S10Tone_90_B_050.mp3;10;0.9;4
1;2;1;04S10Tone_85_A_001.mp3;10;0.85;4
2;2;1;04S10Tone_85_A_002.mp3;10;0.85;4
3;2;1;04S10Tone_85_A_003.mp3;10;0.85;4
4;2;1;04S10Tone_85_A_004.mp3;10;0.85;4
5;2;1;04S10Tone_85_A_005.mp3;10;0.85;4
6;2;1;04S10Tone_85_A_006.mp3;10;0.85;4
7;2;1;04S10Tone_85_A_007.mp3;10;0.85;4
8;2;1;04S10Tone_85_A_008.mp3;10;0.85;4
9;2;1;04S10Tone_85_A_009.mp3;10;0.85;4
10;2;1;04S10Tone_85_A_010.mp3;10;0.85;4
11;2;1;04S10Tone_85_A_011.mp3;10;0.85;4
12;2;1;04S10Tone_85_A_012.mp3;10;0.85;4
13;2;1;04S10Tone_85_A_013.mp3;10;0.85;4
14;2;1;04S10Tone_85_A_014.mp3;10;0.85;4
15;2;1;04S10Tone_85_A_015.mp3;10;0.85;4
16;2;1;04S10Tone_85_A_016.mp3;10;0.85;4
17;2;1;04S10Tone_85_A_017.mp3;10;0.85;4
18;2;1;04S10Tone_85_A_018.mp3;10;0.85;4
19;2;1;04S10Tone_85_A_019.mp3;10;0.85;4
20;2;1;04S10Tone_85_A_020.mp3;10;0.85;4
21;2;1;04S10Tone_85_A_021.mp3;10;0.85;4
22;2;1;04S10Tone_85_A_022.mp3;10;0.85;4
23;2;1;04S10Tone_85_A_023.mp3;10;0.85;4
24;2;1;04S10Tone_85_A_024.mp3;10;0.85;4
25;2;1;04S10Tone_85_A_025.mp3;10;0.85;4
26;2;1;04S10Tone_85_A_026.mp3;10;0.85;4
27;2;1;04S10Tone_85_A_027.mp3;10;0.85;4
28;2;1;04S10Tone_85_A_028.mp3;10;0.85;4
29;2;1;04S10Tone_85_A_029.mp3;10;0.85;4
30;2;1;04S10Tone_85_A_030.mp3;10;0.85;4
31;2;1;04S10Tone_85_A_031.mp3;10;0.85;4
32;2;1;04S10Tone_85_A_032.mp3;10;0.85;4
33;2;1;04S10Tone_85_A_033.mp3;10;0.85;4
34;2;1;04S10Tone_85_A_034.mp3;10;0.85;4
35;2;1;04S10Tone_85_A_035.mp3;10;0.85;4
36;2;1;04S10Tone_85_A_036.mp3;10;0.85;4
37;2;1;04S10Tone_85_A_037.mp3;10;0.85;4
38;2;1;04S10Tone_85_A_038.mp3;10;0.85;4
39;2;1;04S10Tone_85_A_039.mp3;10;0.85;4
40;2;1;04S10Tone_85_A_040.mp3;10;0.85;4
41;2;1;04S10Tone_85_A_041.mp3;10;0.85;4
42;2;1;04S10Tone_85_A_042.mp3;10;0.85;4
43;2;1;04S10Tone_85_A_043.mp3;10;0.85;4
44;2;1;04S10Tone_85_A_044.mp3;10;0.85;4
45;2;1;04S10Tone_85_A_045.mp3;10;0.85;4
46;2;1;04S10Tone_85_A_046.mp3;10;0.85;4
47;2;1;04S10Tone_85_A_047.mp3;10;0.85;4
48;2;1;04S10Tone_85_A_048.mp3;10;0.85;4
49;2;1;04S10Tone_85_A_049.mp3;10;0.85;4
50;2;1;04S10Tone_85_A_050.mp3;10;0.85;4
1;2;2;04S10Tone_85_B_001.mp3;10;0.85;4
2;2;2;04S10Tone_85_B_002.mp3;10;0.85;4
3;2;2;04S10Tone_85_B_003.mp3;10;0.85;4
4;2;2;04S10Tone_85_B_004.mp3;10;0.85;4
5;2;2;04S10Tone_85_B_005.mp3;10;0.85;4
6;2;2;04S10Tone_85_B_006.mp3;10;0.85;4
7;2;2;04S10Tone_85_B_007.mp3;10;0.85;4
8;2;2;04S10Tone_85_B_008.mp3;10;0.85;4
9;2;2;04S10Tone_85_B_009.mp3;10;0.85;4
10;2;2;04S10Tone_85_B_010.mp3;10;0.85;4
11;2;2;04S10Tone_85_B_011.mp3;10;0.85;4
12;2;2;04S10Tone_85_B_012.mp3;10;0.85;4
13;2;2;04S10Tone_85_B_013.mp3;10;0.85;4
14;2;2;04S10Tone_85_B_014.mp3;10;0.85;4
15;2;2;04S10Tone_85_B_015.mp3;10;0.85;4
16;2;2;04S10Tone_85_B_016.mp3;10;0.85;4
17;2;2;04S10Tone_85_B_017.mp3;10;0.85;4
18;2;2;04S10Tone_85_B_018.mp3;10;0.85;4
19;2;2;04S10Tone_85_B_019.mp3;10;0.85;4
20;2;2;04S10Tone_85_B_020.mp3;10;0.85;4
21;2;2;04S10Tone_85_B_021.mp3;10;0.85;4
22;2;2;04S10Tone_85_B_022.mp3;10;0.85;4
23;2;2;04S10Tone_85_B_023.mp3;10;0.85;4
24;2;2;04S10Tone_85_B_024.mp3;10;0.85;4
25;2;2;04S10Tone_85_B_025.mp3;10;0.85;4
26;2;2;04S10Tone_85_B_026.mp3;10;0.85;4
27;2;2;04S10Tone_85_B_027.mp3;10;0.85;4
28;2;2;04S10Tone_85_B_028.mp3;10;0.85;4
29;2;2;04S10Tone_85_B_029.mp3;10;0.85;4
